- 0.648733 1 0 ack 40 ------- 0 1.0 0.0 62 144
- 0.650667 0 1 tcp 1040 ------- 0 0.0 1.0 64 109
r 0.654 1 0 ack 40 ------- 0 1.0 0.0 62 144
+ 0.654 0 1 tcp 1040 ------- 0 0.0 1.0 82 145
r 0.655667 0 1 tcp 1040 ------- 0 0.0 1.0 63 107
+ 0.655667 1 0 ack 40 ------- 0 1.0 0.0 63 146
- 0.655667 1 0 ack 40 ------- 0 1.0 0.0 63 146
- 0.6576 0 1 tcp 1040 ------- 0 0.0 1.0 65 111
r 0.660933 1 0 ack 40 ------- 0 1.0 0.0 63 146
+ 0.660933 0 1 tcp 1040 ------- 0 0.0 1.0 83 147
r 0.6626 0 1 tcp 1040 ------- 0 0.0 1.0 64 109
+ 0.6626 1 0 ack 40 ------- 0 1.0 0.0 64 148
- 0.6626 1 0 ack 40 ------- 0 1.0 0.0 64 148
- 0.664533 0 1 tcp 1040 ------- 0 0.0 1.0 66 113
r 0.667867 1 0 ack 40 ------- 0 1.0 0.0 64 148
+ 0.667867 0 1 tcp 1040 ------- 0 0.0 1.0 84 149
r 0.669533 0 1 tcp 1040 ------- 0 0.0 1.0 65 111
+ 0.669533 1 0 ack 40 ------- 0 1.0 0.0 65 150
- 0.669533 1 0 ack 40 ------- 0 1.0 0.0 65 150
- 0.671467 0 1 tcp 1040 ------- 0 0.0 1.0 67 115
r 0.6748 1 0 ack 40 ------- 0 1.0 0.0 65 150
+ 0.6748 0 1 tcp 1040 ------- 0 0.0 1.0 85 151
r 0.676467 0 1 tcp 1040 ------- 0 0.0 1.0 66 113
+ 0.676467 1 0 ack 40 ------- 0 1.0 0.0 66 152
- 0.676467 1 0 ack 40 ------- 0 1.0 0.0 66 152
- 0.6784 0 1 tcp 1040 ------- 0 0.0 1.0 68 117
r 0.681733 1 0 ack 40 ------- 0 1.0 0.0 66 152
+ 0.681733 0 1 tcp 1040 ------- 0 0.0 1.0 86 153
r 0.6834 0 1 tcp 1040 ------- 0 0.0 1.0 67 115
+ 0.6834 1 0 ack 40 ------- 0 1.0 0.0 67 154
- 0.6834 1 0 ack 40 ------- 0 1.0 0.0 67 154
- 0.685333 0 1 tcp 1040 ------- 0 0.0 1.0 69 119
r 0.688667 1 0 ack 40 ------- 0 1.0 0.0 67 154
+ 0.688667 0 1 tcp 1040 ------- 0 0.0 1.0 87 155
r 0.690333 0 1 tcp 1040 ------- 0 0.0 1.0 68 117
+ 0.690333 1 0 ack 40 ------- 0 1.0 0.0 68 156
- 0.690333 1 0 ack 40 ------- 0 1.0 0.0 68 156
- 0.692267 0 1 tcp 1040 ------- 0 0.0 1.0 70 121
r 0.6956 1 0 ack 40 ------- 0 1.0 0.0 68 156
+ 0.6956 0 1 tcp 1040 ------- 0 0.0 1.0 88 157
r 0.697267 0 1 tcp 1040 ------- 0 0.0 1.0 69 119
+ 0.697267 1 0 ack 40 ------- 0 1.0 0.0 69 158
- 0.697267 1 0 ack 40 ------- 0 1.0 0.0 69 158
- 0.6992 0 1 tcp 1040 ------- 0 0.0 1.0 71 123
r 0.702533 1 0 ack 40 ------- 0 1.0 0.0 69 158
+ 0.702533 0 1 tcp 1040 ------- 0 0.0 1.0 89 159
r 0.7042 0 1 tcp 1040 ------- 0 0.0 1.0 70 121
+ 0.7042 1 0 ack 40 ------- 0 1.0 0.0 70 160
- 0.7042 1 0 ack 40 ------- 0 1.0 0.0 70 160
- 0.706133 0 1 tcp 1040 ------- 0 0.0 1.0 72 125
r 0.709467 1 0 ack 40 ------- 0 1.0 0.0 70 160
+ 0.709467 0 1 tcp 1040 ------- 0 0.0 1.0 90 161
r 0.711133 0 1 tcp 1040 ------- 0 0.0 1.0 71 123
+ 0.711133 1 0 ack 40 ------- 0 1.0 0.0 71 162
- 0.711133 1 0 ack 40 ------- 0 1.0 0.0 71 162
- 0.713067 0 1 tcp 1040 ------- 0 0.0 1.0 73 127
r 0.7164 1 0 ack 40 ------- 0 1.0 0.0 71 162
+ 0.7164 0 1 tcp 1040 ------- 0 0.0 1.0 91 163
r 0.718067 0 1 tcp 1040 ------- 0 0.0 1.0 72 125
+ 0.718067 1 0 ack 40 ------- 0 1.0 0.0 72 164
- 0.718067 1 0 ack 40 ------- 0 1.0 0.0 72 164
- 0.72 0 1 tcp 1040 ------- 0 0.0 1.0 74 129
r 0.723333 1 0 ack 40 ------- 0 1.0 0.0 72 164
+ 0.723333 0 1 tcp 1040 ------- 0 0.0 1.0 92 165
r 0.725 0 1 tcp 1040 ------- 0 0.0 1.0 73 127
+ 0.725 1 0 ack 40 ------- 0 1.0 0.0 73 166
- 0.725 1 0 ack 40 ------- 0 1.0 0.0 73 166
- 0.726933 0 1 tcp 1040 ------- 0 0.0 1.0 75 131
r 0.730267 1 0 ack 40 ------- 0 1.0 0.0 73 166
+ 0.730267 0 1 tcp 1040 ------- 0 0.0 1.0 93 167
r 0.731933 0 1 tcp 1040 ------- 0 0.0 1.0 74 129
+ 0.731933 1 0 ack 40 ------- 0 1.0 0.0 74 168
- 0.731933 1 0 ack 40 ------- 0 1.0 0.0 74 168
- 0.733867 0 1 tcp 1040 ------- 0 0.0 1.0 76 133
r 0.7372 1 0 ack 40 ------- 0 1.0 0.0 74 168
+ 0.7372 0 1 tcp 1040 ------- 0 0.0 1.0 94 169
r 0.738867 0 1 tcp 1040 ------- 0 0.0 1.0 75 131
+ 0.738867 1 0 ack 40 ------- 0 1.0 0.0 75 170
- 0.738867 1 0 ack 40 ------- 0 1.0 0.0 75 170
- 0.7408 0 1 tcp 1040 ------- 0 0.0 1.0 77 135
r 0.744133 1 0 ack 40 ------- 0 1.0 0.0 75 170
+ 0.744133 0 1 tcp 1040 ------- 0 0.0 1.0 95 171
r 0.7458 0 1 tcp 1040 ------- 0 0.0 1.0 76 133
+ 0.7458 1 0 ack 40 ------- 0 1.0 0.0 76 172
- 0.7458 1 0 ack 40 ------- 0 1.0 0.0 76 172
- 0.747733 0 1 tcp 1040 ------- 0 0.0 1.0 78 137
r 0.751067 1 0 ack 40 ------- 0 1.0 0.0 76 172
+ 0.751067 0 1 tcp 1040 ------- 0 0.0 1.0 96 173
r 0.752733 0 1 tcp 1040 ------- 0 0.0 1.0 77 135
+ 0.752733 1 0 ack 40 ------- 0 1.0 0.0 77 174
- 0.752733 1 0 ack 40 ------- 0 1.0 0.0 77 174
- 0.754667 0 1 tcp 1040 ------- 0 0.0 1.0 79 139
r 0.758 1 0 ack 40 ------- 0 1.0 0.0 77 174
+ 0.758 0 1 tcp 1040 ------- 0 0.0 1.0 97 175
r 0.759667 0 1 tcp 1040 ------- 0 0.0 1.0 78 137
+ 0.759667 1 0 ack 40 ------- 0 1.0 0.0 78 176
- 0.759667 1 0 ack 40 ------- 0 1.0 0.0 78 176
- 0.7616 0 1 tcp 1040 ------- 0 0.0 1.0 80 141
r 0.764933 1 0 ack 40 ------- 0 1.0 0.0 78 176
+ 0.764933 0 1 tcp 1040 ------- 0 0.0 1.0 98 177
r 0.7666 0 1 tcp 1040 ------- 0 0.0 1.0 79 139
+ 0.7666 1 0 ack 40 ------- 0 1.0 0.0 79 178
- 0.7666 1 0 ack 40 ------- 0 1.0 0.0 79 178
- 0.768533 0 1 tcp 1040 ------- 0 0.0 1.0 81 143
r 0.771867 1 0 ack 40 ------- 0 1.0 0.0 79 178
+ 0.771867 0 1 tcp 1040 ------- 0 0.0 1.0 99 179
r 0.773533 0 1 tcp 1040 ------- 0 0.0 1.0 80 141
+ 0.773533 1 0 ack 40 ------- 0 1.0 0.0 80 180
- 0.773533 1 0 ack 40 ------- 0 1.0 0.0 80 180
- 0.775467 0 1 tcp 1040 ------- 0 0.0 1.0 82 145
r 0.7788 1 0 ack 40 ------- 0 1.0 0.0 80 180
+ 0.7788 0 1 tcp 1040 ------- 0 0.0 1.0 100 181
r 0.780467 0 1 tcp 1040 ------- 0 0.0 1.0 81 143
+ 0.780467 1 0 ack 40 ------- 0 1.0 0.0 81 182
- 0.780467 1 0 ack 40 ------- 0 1.0 0.0 81 182
- 0.7824 0 1 tcp 1040 ------- 0 0.0 1.0 83 147
r 0.785733 1 0 ack 40 ------- 0 1.0 0.0 81 182
+ 0.785733 0 1 tcp 1040 ------- 0 0.0 1.0 101 183
r 0.7874 0 1 tcp 1040 ------- 0 0.0 1.0 82 145
+ 0.7874 1 0 ack 40 ------- 0 1.0 0.0 82 184
- 0.7874 1 0 ack 40 ------- 0 1.0 0.0 82 184
- 0.789333 0 1 tcp 1040 ------- 0 0.0 1.0 84 149
r 0.792667 1 0 ack 40 ------- 0 1.0 0.0 82 184
+ 0.792667 0 1 tcp 1040 ------- 0 0.0 1.0 102 185
r 0.794333 0 1 tcp 1040 ------- 0 0.0 1.0 83 147
+ 0.794333 1 0 ack 40 ------- 0 1.0 0.0 83 186
- 0.794333 1 0 ack 40 ------- 0 1.0 0.0 83 186
- 0.796267 0 1 tcp 1040 ------- 0 0.0 1.0 85 151
r 0.7996 1 0 ack 40 ------- 0 1.0 0.0 83 186
+ 0.7996 0 1 tcp 1040 ------- 0 0.0 1.0 103 187
r 0.801267 0 1 tcp 1040 ------- 0 0.0 1.0 84 149
+ 0.801267 1 0 ack 40 ------- 0 1.0 0.0 84 188
- 0.801267 1 0 ack 40 ------- 0 1.0 0.0 84 188
- 0.8032 0 1 tcp 1040 ------- 0 0.0 1.0 86 153
r 0.806533 1 0 ack 40 ------- 0 1.0 0.0 84 188
+ 0.806533 0 1 tcp 1040 ------- 0 0.0 1.0 104 189
r 0.8082 0 1 tcp 1040 ------- 0 0.0 1.0 85 151
+ 0.8082 1 0 ack 40 ------- 0 1.0 0.0 85 190
- 0.8082 1 0 ack 40 ------- 0 1.0 0.0 85 190
- 0.810133 0 1 tcp 1040 ------- 0 0.0 1.0 87 155
r 0.813467 1 0 ack 40 ------- 0 1.0 0.0 85 190
+ 0.813467 0 1 tcp 1040 ------- 0 0.0 1.0 105 191
r 0.815133 0 1 tcp 1040 ------- 0 0.0 1.0 86 153
+ 0.815133 1 0 ack 40 ------- 0 1.0 0.0 86 192
- 0.815133 1 0 ack 40 ------- 0 1.0 0.0 86 192
- 0.817067 0 1 tcp 1040 ------- 0 0.0 1.0 88 157
r 0.8204 1 0 ack 40 ------- 0 1.0 0.0 86 192
+ 0.8204 0 1 tcp 1040 ------- 0 0.0 1.0 106 193
r 0.822067 0 1 tcp 1040 ------- 0 0.0 1.0 87 155
+ 0.822067 1 0 ack 40 ------- 0 1.0 0.0 87 194
- 0.822067 1 0 ack 40 ------- 0 1.0 0.0 87 194
- 0.824 0 1 tcp 1040 ------- 0 0.0 1.0 89 159
r 0.827333 1 0 ack 40 ------- 0 1.0 0.0 87 194
+ 0.827333 0 1 tcp 1040 ------- 0 0.0 1.0 107 195
r 0.829 0 1 tcp 1040 ------- 0 0.0 1.0 88 157
+ 0.829 1 0 ack 40 ------- 0 1.0 0.0 88 196
- 0.829 1 0 ack 40 ------- 0 1.0 0.0 88 196
- 0.830933 0 1 tcp 1040 ------- 0 0.0 1.0 90 161
r 0.834267 1 0 ack 40 ------- 0 1.0 0.0 88 196
+ 0.834267 0 1 tcp 1040 ------- 0 0.0 1.0 108 197
r 0.835933 0 1 tcp 1040 ------- 0 0.0 1.0 89 159
+ 0.835933 1 0 ack 40 ------- 0 1.0 0.0 89 198
- 0.835933 1 0 ack 40 ------- 0 1.0 0.0 89 198
- 0.837867 0 1 tcp 1040 ------- 0 0.0 1.0 91 163
r 0.8412 1 0 ack 40 ------- 0 1.0 0.0 89 198
+ 0.8412 0 1 tcp 1040 ------- 0 0.0 1.0 109 199
r 0.842867 0 1 tcp 1040 ------- 0 0.0 1.0 90 161
+ 0.842867 1 0 ack 40 ------- 0 1.0 0.0 90 200
- 0.842867 1 0 ack 40 ------- 0 1.0 0.0 90 200
- 0.8448 0 1 tcp 1040 ------- 0 0.0 1.0 92 165
r 0.848133 1 0 ack 40 ------- 0 1.0 0.0 90 200
+ 0.848133 0 1 tcp 1040 ------- 0 0.0 1.0 110 201
r 0.8498 0 1 tcp 1040 ------- 0 0.0 1.0 91 163
+ 0.8498 1 0 ack 40 ------- 0 1.0 0.0 91 202
- 0.8498 1 0 ack 40 ------- 0 1.0 0.0 91 202
- 0.851733 0 1 tcp 1040 ------- 0 0.0 1.0 93 167
r 0.855067 1 0 ack 40 ------- 0 1.0 0.0 91 202
+ 0.855067 0 1 tcp 1040 ------- 0 0.0 1.0 111 203
r 0.856733 0 1 tcp 1040 ------- 0 0.0 1.0 92 165
+ 0.856733 1 0 ack 40 ------- 0 1.0 0.0 92 204
- 0.856733 1 0 ack 40 ------- 0 1.0 0.0 92 204
- 0.858667 0 1 tcp 1040 ------- 0 0.0 1.0 94 169
r 0.862 1 0 ack 40 ------- 0 1.0 0.0 92 204
+ 0.862 0 1 tcp 1040 ------- 0 0.0 1.0 112 205
r 0.863667 0 1 tcp 1040 ------- 0 0.0 1.0 93 167
+ 0.863667 1 0 ack 40 ------- 0 1.0 0.0 93 206
- 0.863667 1 0 ack 40 ------- 0 1.0 0.0 93 206
- 0.8656 0 1 tcp 1040 ------- 0 0.0 1.0 95 171
r 0.868933 1 0 ack 40 ------- 0 1.0 0.0 93 206
+ 0.868933 0 1 tcp 1040 ------- 0 0.0 1.0 113 207
r 0.8706 0 1 tcp 1040 ------- 0 0.0 1.0 94 169
+ 0.8706 1 0 ack 40 ------- 0 1.0 0.0 94 208
- 0.8706 1 0 ack 40 ------- 0 1.0 0.0 94 208
- 0.872533 0 1 tcp 1040 ------- 0 0.0 1.0 96 173
r 0.875867 1 0 ack 40 ------- 0 1.0 0.0 94 208
+ 0.875867 0 1 tcp 1040 ------- 0 0.0 1.0 114 209
r 0.877533 0 1 tcp 1040 ------- 0 0.0 1.0 95 171
+ 0.877533 1 0 ack 40 ------- 0 1.0 0.0 95 210
- 0.877533 1 0 ack 40 ------- 0 1.0 0.0 95 210
- 0.879467 0 1 tcp 1040 ------- 0 0.0 1.0 97 175
r 0.8828 1 0 ack 40 ------- 0 1.0 0.0 95 210
+ 0.8828 0 1 tcp 1040 ------- 0 0.0 1.0 115 211
r 0.884467 0 1 tcp 1040 ------- 0 0.0 1.0 96 173
+ 0.884467 1 0 ack 40 ------- 0 1.0 0.0 96 212
- 0.884467 1 0 ack 40 ------- 0 1.0 0.0 96 212
- 0.8864 0 1 tcp 1040 ------- 0 0.0 1.0 98 177
r 0.889733 1 0 ack 40 ------- 0 1.0 0.0 96 212
+ 0.889733 0 1 tcp 1040 ------- 0 0.0 1.0 116 213
r 0.8914 0 1 tcp 1040 ------- 0 0.0 1.0 97 175
+ 0.8914 1 0 ack 40 ------- 0 1.0 0.0 97 214
- 0.8914 1 0 ack 40 ------- 0 1.0 0.0 97 214
- 0.893333 0 1 tcp 1040 ------- 0 0.0 1.0 99 179
r 0.896667 1 0 ack 40 ------- 0 1.0 0.0 97 214
+ 0.896667 0 1 tcp 1040 ------- 0 0.0 1.0 117 215
r 0.898333 0 1 tcp 1040 ------- 0 0.0 1.0 98 177
+ 0.898333 1 0 ack 40 ------- 0 1.0 0.0 98 216
- 0.898333 1 0 ack 40 ------- 0 1.0 0.0 98 216
- 0.900267 0 1 tcp 1040 ------- 0 0.0 1.0 100 181
r 0.9036 1 0 ack 40 ------- 0 1.0 0.0 98 216
+ 0.9036 0 1 tcp 1040 ------- 0 0.0 1.0 118 217
r 0.905267 0 1 tcp 1040 ------- 0 0.0 1.0 99 179
+ 0.905267 1 0 ack 40 ------- 0 1.0 0.0 99 218
- 0.905267 1 0 ack 40 ------- 0 1.0 0.0 99 218
- 0.9072 0 1 tcp 1040 ------- 0 0.0 1.0 101 183
r 0.910533 1 0 ack 40 ------- 0 1.0 0.0 99 218
+ 0.910533 0 1 tcp 1040 ------- 0 0.0 1.0 119 219
r 0.9122 0 1 tcp 1040 ------- 0 0.0 1.0 100 181
+ 0.9122 1 0 ack 40 ------- 0 1.0 0.0 100 220
- 0.9122 1 0 ack 40 ------- 0 1.0 0.0 100 220
- 0.914133 0 1 tcp 1040 ------- 0 0.0 1.0 102 185
r 0.917467 1 0 ack 40 ------- 0 1.0 0.0 100 220
+ 0.917467 0 1 tcp 1040 ------- 0 0.0 1.0 120 221
r 0.919133 0 1 tcp 1040 ------- 0 0.0 1.0 101 183
+ 0.919133 1 0 ack 40 ------- 0 1.0 0.0 101 222
- 0.919133 1 0 ack 40 ------- 0 1.0 0.0 101 222
- 0.921067 0 1 tcp 1040 ------- 0 0.0 1.0 103 187
r 0.9244 1 0 ack 40 ------- 0 1.0 0.0 101 222
+ 0.9244 0 1 tcp 1040 ------- 0 0.0 1.0 121 223
r 0.926067 0 1 tcp 1040 ------- 0 0.0 1.0 102 185
+ 0.926067 1 0 ack 40 ------- 0 1.0 0.0 102 224
- 0.926067 1 0 ack 40 ------- 0 1.0 0.0 102 224
- 0.928 0 1 tcp 1040 ------- 0 0.0 1.0 104 189
r 0.931333 1 0 ack 40 ------- 0 1.0 0.0 102 224
+ 0.931333 0 1 tcp 1040 ------- 0 0.0 1.0 122 225
r 0.933 0 1 tcp 1040 ------- 0 0.0 1.0 103 187
+ 0.933 1 0 ack 40 ------- 0 1.0 0.0 103 226
- 0.933 1 0 ack 40 ------- 0 1.0 0.0 103 226
- 0.934933 0 1 tcp 1040 ------- 0 0.0 1.0 105 191
r 0.938267 1 0 ack 40 ------- 0 1.0 0.0 103 226
+ 0.938267 0 1 tcp 1040 ------- 0 0.0 1.0 123 227
r 0.939933 0 1 tcp 1040 ------- 0 0.0 1.0 104 189
+ 0.939933 1 0 ack 40 ------- 0 1.0 0.0 104 228
- 0.939933 1 0 ack 40 ------- 0 1.0 0.0 104 228
- 0.941867 0 1 tcp 1040 ------- 0 0.0 1.0 106 193
r 0.9452 1 0 ack 40 ------- 0 1.0 0.0 104 228
+ 0.9452 0 1 tcp 1040 ------- 0 0.0 1.0 124 229
r 0.946867 0 1 tcp 1040 ------- 0 0.0 1.0 105 191
+ 0.946867 1 0 ack 40 ------- 0 1.0 0.0 105 230
- 0.946867 1 0 ack 40 ------- 0 1.0 0.0 105 230
- 0.9488 0 1 tcp 1040 ------- 0 0.0 1.0 107 195
r 0.952133 1 0 ack 40 ------- 0 1.0 0.0 105 230
+ 0.952133 0 1 tcp 1040 ------- 0 0.0 1.0 125 231
r 0.9538 0 1 tcp 1040 ------- 0 0.0 1.0 106 193
+ 0.9538 1 0 ack 40 ------- 0 1.0 0.0 106 232
- 0.9538 1 0 ack 40 ------- 0 1.0 0.0 106 232
- 0.955733 0 1 tcp 1040 ------- 0 0.0 1.0 108 197
r 0.959067 1 0 ack 40 ------- 0 1.0 0.0 106 232
+ 0.959067 0 1 tcp 1040 ------- 0 0.0 1.0 126 233
r 0.960733 0 1 tcp 1040 ------- 0 0.0 1.0 107 195
+ 0.960733 1 0 ack 40 ------- 0 1.0 0.0 107 234
- 0.960733 1 0 ack 40 ------- 0 1.0 0.0 107 234
- 0.962667 0 1 tcp 1040 ------- 0 0.0 1.0 109 199
r 0.966 1 0 ack 40 ------- 0 1.0 0.0 107 234
+ 0.966 0 1 tcp 1040 ------- 0 0.0 1.0 127 235
r 0.967667 0 1 tcp 1040 ------- 0 0.0 1.0 108 197
+ 0.967667 1 0 ack 40 ------- 0 1.0 0.0 108 236
- 0.967667 1 0 ack 40 ------- 0 1.0 0.0 108 236
- 0.9696 0 1 tcp 1040 ------- 0 0.0 1.0 110 201
r 0.972933 1 0 ack 40 ------- 0 1.0 0.0 108 236
+ 0.972933 0 1 tcp 1040 ------- 0 0.0 1.0 128 237
r 0.9746 0 1 tcp 1040 ------- 0 0.0 1.0 109 199
+ 0.9746 1 0 ack 40 ------- 0 1.0 0.0 109 238
- 0.9746 1 0 ack 40 ------- 0 1.0 0.0 109 238
- 0.976533 0 1 tcp 1040 ------- 0 0.0 1.0 111 203
r 0.979867 1 0 ack 40 ------- 0 1.0 0.0 109 238
+ 0.979867 0 1 tcp 1040 ------- 0 0.0 1.0 129 239
r 0.981533 0 1 tcp 1040 ------- 0 0.0 1.0 110 201
+ 0.981533 1 0 ack 40 ------- 0 1.0 0.0 110 240
- 0.981533 1 0 ack 40 ------- 0 1.0 0.0 110 240
- 0.983467 0 1 tcp 1040 ------- 0 0.0 1.0 112 205
r 0.9868 1 0 ack 40 ------- 0 1.0 0.0 110 240
+ 0.9868 0 1 tcp 1040 ------- 0 0.0 1.0 130 241
r 0.988467 0 1 tcp 1040 ------- 0 0.0 1.0 111 203
+ 0.988467 1 0 ack 40 ------- 0 1.0 0.0 111 242
- 0.988467 1 0 ack 40 ------- 0 1.0 0.0 111 242
- 0.9904 0 1 tcp 1040 ------- 0 0.0 1.0 113 207
r 0.993733 1 0 ack 40 ------- 0 1.0 0.0 111 242
+ 0.993733 0 1 tcp 1040 ------- 0 0.0 1.0 131 243
r 0.9954 0 1 tcp 1040 ------- 0 0.0 1.0 112 205
+ 0.9954 1 0 ack 40 ------- 0 1.0 0.0 112 244
- 0.9954 1 0 ack 40 ------- 0 1.0 0.0 112 244
- 0.997333 0 1 tcp 1040 ------- 0 0.0 1.0 114 209
r 1.000667 1 0 ack 40 ------- 0 1.0 0.0 112 244
+ 1.000667 0 1 tcp 1040 ------- 0 0.0 1.0 132 245
r 1.002333 0 1 tcp 1040 ------- 0 0.0 1.0 113 207
+ 1.002333 1 0 ack 40 ------- 0 1.0 0.0 113 246
- 1.002333 1 0 ack 40 ------- 0 1.0 0.0 113 246
- 1.004267 0 1 tcp 1040 ------- 0 0.0 1.0 115 211
r 1.0076 1 0 ack 40 ------- 0 1.0 0.0 113 246
+ 1.0076 0 1 tcp 1040 ------- 0 0.0 1.0 133 247
r 1.009267 0 1 tcp 1040 ------- 0 0.0 1.0 114 209
+ 1.009267 1 0 ack 40 ------- 0 1.0 0.0 114 248
- 1.009267 1 0 ack 40 ------- 0 1.0 0.0 114 248
- 1.0112 0 1 tcp 1040 ------- 0 0.0 1.0 116 213
r 1.014533 1 0 ack 40 ------- 0 1.0 0.0 114 248
+ 1.014533 0 1 tcp 1040 ------- 0 0.0 1.0 134 249
r 1.0162 0 1 tcp 1040 ------- 0 0.0 1.0 115 211
+ 1.0162 1 0 ack 40 ------- 0 1.0 0.0 115 250
- 1.0162 1 0 ack 40 ------- 0 1.0 0.0 115 250
- 1.018133 0 1 tcp 1040 ------- 0 0.0 1.0 117 215
r 1.021467 1 0 ack 40 ------- 0 1.0 0.0 115 250
+ 1.021467 0 1 tcp 1040 ------- 0 0.0 1.0 135 251
r 1.023133 0 1 tcp 1040 ------- 0 0.0 1.0 116 213
+ 1.023133 1 0 ack 40 ------- 0 1.0 0.0 116 252
- 1.023133 1 0 ack 40 ------- 0 1.0 0.0 116 252
- 1.025067 0 1 tcp 1040 ------- 0 0.0 1.0 118 217
r 1.0284 1 0 ack 40 ------- 0 1.0 0.0 116 252
+ 1.0284 0 1 tcp 1040 ------- 0 0.0 1.0 136 253
r 1.030067 0 1 tcp 1040 ------- 0 0.0 1.0 117 215
+ 1.030067 1 0 ack 40 ------- 0 1.0 0.0 117 254
- 1.030067 1 0 ack 40 ------- 0 1.0 0.0 117 254
- 1.032 0 1 tcp 1040 ------- 0 0.0 1.0 119 219
r 1.035333 1 0 ack 40 ------- 0 1.0 0.0 117 254
+ 1.035333 0 1 tcp 1040 ------- 0 0.0 1.0 137 255
r 1.037 0 1 tcp 1040 ------- 0 0.0 1.0 118 217
+ 1.037 1 0 ack 40 ------- 0 1.0 0.0 118 256
- 1.037 1 0 ack 40 ------- 0 1.0 0.0 118 256
- 1.038933 0 1 tcp 1040 ------- 0 0.0 1.0 120 221
r 1.042267 1 0 ack 40 ------- 0 1.0 0.0 118 256
+ 1.042267 0 1 tcp 1040 ------- 0 0.0 1.0 138 257
r 1.043933 0 1 tcp 1040 ------- 0 0.0 1.0 119 219
+ 1.043933 1 0 ack 40 ------- 0 1.0 0.0 119 258
- 1.043933 1 0 ack 40 ------- 0 1.0 0.0 119 258
- 1.045867 0 1 tcp 1040 ------- 0 0.0 1.0 121 223
r 1.0492 1 0 ack 40 ------- 0 1.0 0.0 119 258
+ 1.0492 0 1 tcp 1040 ------- 0 0.0 1.0 139 259
r 1.050867 0 1 tcp 1040 ------- 0 0.0 1.0 120 221
+ 1.050867 1 0 ack 40 ------- 0 1.0 0.0 120 260
- 1.050867 1 0 ack 40 ------- 0 1.0 0.0 120 260
- 1.0528 0 1 tcp 1040 ------- 0 0.0 1.0 122 225
r 1.056133 1 0 ack 40 ------- 0 1.0 0.0 120 260
+ 1.056133 0 1 tcp 1040 ------- 0 0.0 1.0 140 261
r 1.0578 0 1 tcp 1040 ------- 0 0.0 1.0 121 223
+ 1.0578 1 0 ack 40 ------- 0 1.0 0.0 121 262
- 1.0578 1 0 ack 40 ------- 0 1.0 0.0 121 262
- 1.059733 0 1 tcp 1040 ------- 0 0.0 1.0 123 227
r 1.063067 1 0 ack 40 ------- 0 1.0 0.0 121 262
+ 1.063067 0 1 tcp 1040 ------- 0 0.0 1.0 141 263
r 1.064733 0 1 tcp 1040 ------- 0 0.0 1.0 122 225
+ 1.064733 1 0 ack 40 ------- 0 1.0 0.0 122 264
- 1.064733 1 0 ack 40 ------- 0 1.0 0.0 122 264
- 1.066667 0 1 tcp 1040 ------- 0 0.0 1.0 124 229
r 1.07 1 0 ack 40 ------- 0 1.0 0.0 122 264
+ 1.07 0 1 tcp 1040 ------- 0 0.0 1.0 142 265
r 1.071667 0 1 tcp 1040 ------- 0 0.0 1.0 123 227
+ 1.071667 1 0 ack 40 ------- 0 1.0 0.0 123 266
- 1.071667 1 0 ack 40 ------- 0 1.0 0.0 123 266
- 1.0736 0 1 tcp 1040 ------- 0 0.0 1.0 125 231
r 1.076933 1 0 ack 40 ------- 0 1.0 0.0 123 266
+ 1.076933 0 1 tcp 1040 ------- 0 0.0 1.0 143 267
r 1.0786 0 1 tcp 1040 ------- 0 0.0 1.0 124 229
+ 1.0786 1 0 ack 40 ------- 0 1.0 0.0 124 268
- 1.0786 1 0 ack 40 ------- 0 1.0 0.0 124 268
- 1.080533 0 1 tcp 1040 ------- 0 0.0 1.0 126 233
r 1.083867 1 0 ack 40 ------- 0 1.0 0.0 124 268
+ 1.083867 0 1 tcp 1040 ------- 0 0.0 1.0 144 269
r 1.085533 0 1 tcp 1040 ------- 0 0.0 1.0 125 231
+ 1.085533 1 0 ack 40 ------- 0 1.0 0.0 125 270
- 1.085533 1 0 ack 40 ------- 0 1.0 0.0 125 270
- 1.087467 0 1 tcp 1040 ------- 0 0.0 1.0 127 235
r 1.0908 1 0 ack 40 ------- 0 1.0 0.0 125 270
+ 1.0908 0 1 tcp 1040 ------- 0 0.0 1.0 145 271
r 1.092467 0 1 tcp 1040 ------- 0 0.0 1.0 126 233
+ 1.092467 1 0 ack 40 ------- 0 1.0 0.0 126 272
- 1.092467 1 0 ack 40 ------- 0 1.0 0.0 126 272
- 1.0944 0 1 tcp 1040 ------- 0 0.0 1.0 128 237
r 1.097733 1 0 ack 40 ------- 0 1.0 0.0 126 272
+ 1.097733 0 1 tcp 1040 ------- 0 0.0 1.0 146 273
r 1.0994 0 1 tcp 1040 ------- 0 0.0 1.0 127 235
+ 1.0994 1 0 ack 40 ------- 0 1.0 0.0 127 274
- 1.0994 1 0 ack 40 ------- 0 1.0 0.0 127 274
- 1.101333 0 1 tcp 1040 ------- 0 0.0 1.0 129 239
r 1.104667 1 0 ack 40 ------- 0 1.0 0.0 127 274
+ 1.104667 0 1 tcp 1040 ------- 0 0.0 1.0 147 275
r 1.106333 0 1 tcp 1040 ------- 0 0.0 1.0 128 237
+ 1.106333 1 0 ack 40 ------- 0 1.0 0.0 128 276
- 1.106333 1 0 ack 40 ------- 0 1.0 0.0 128 276
